Betreiber,Straße,Hausnummer,Postleitzahl,Ort,Bundesland,Breitengrad,Längengrad,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Steckertypen2,P2 [kW],Steckertypen3,P3 [kW],Steckertypen4,P4 [kW]
Westenergie Metering GmbH,Höppnerweg,7 Z,23669,Timmendorfer Strand,Schleswig-Holstein,53.9945,10.7816,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Höppnerweg,7 Z,23669,Timmendorfer Strand,Schleswig-Holstein,53.9945,10.7816,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Höppnerweg,7,23669,Timmendorfer Strand,Schleswig-Holstein,53.99445,10.78164,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Wiesenweg,14 Z,23669,Timmendorfer Strand,Schleswig-Holstein,53.9902,10.7925,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Wiesenweg,14,23669,Timmendorfer Strand,Schleswig-Holstein,53.9903,10.7926,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,An der Aalbeek,0,23669,Timmendorfer Strand,Schleswig-Holstein,53.9898,10.814,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Strandstr.,56,23669,Timmendorfer Strand,Schleswig-Holstein,53.9926,10.8155,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Dr. Uwe Armbrecht,Strandstrasse,53,23669,Niendorf,Schleswig-Holstein,53.9936,10.81859,22.0,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22.0,,,,
Westenergie Metering GmbH,Paduaweg,3,23669,Timmendorfer Strand,Schleswig-Holstein,53.991145,10.83253,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Paduaweg,3,23669,Timmendorfer Strand,Schleswig-Holstein,53.991145,10.83253,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Bahnhofstraße,48z,23683,Scharbeutz,Schleswig-Holstein,54.053667,10.742597,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Wennseestraße,0,23683,Scharbeutz,Schleswig-Holstein,54.0202,10.744128,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Waldweg,1,23683,Scharbeutz,Schleswig-Holstein,54.047202,10.748738,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Wiesenweg,1z,23683,Scharbeutz,Schleswig-Holstein,54.050317,10.748747,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Glockenstr.,2,23683,Scharbeutz,Schleswig-Holstein,54.021467,10.74935,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Pönitzer Chaussee,1,23683,Scharbeutz,Schleswig-Holstein,54.034883,10.750136,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Pönitzer Chaussee,1,23683,Scharbeutz,Schleswig-Holstein,54.034892,10.750231,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Strandallee,12z,23683,Scharbeutz,Schleswig-Holstein,54.051146,10.751585,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Trelleborgstraße,1z,23683,Scharbeutz,Schleswig-Holstein,54.030297,10.752181,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Seestraße,11z,23683,Scharbeutz,Schleswig-Holstein,54.024722,10.755556,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Fischerstieg Ecke Badeweg,0,23683,Scharbeutz,Schleswig-Holstein,54.024782,10.75604,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Muschelstieg,0,23683,Scharbeutz,Schleswig-Holstein,54.026325,10.756603,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Muschelstieg,0,23683,Scharbeutz,Schleswig-Holstein,54.026325,10.756603,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Konsulweg,8z,23683,Scharbeutz,Schleswig-Holstein,54.01905,10.757257,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Ostseestraße,1,23683,Scharbeutz,Schleswig-Holstein,54.022417,10.758064,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Strandallee,0,23683,Scharbeutz,Schleswig-Holstein,54.012194,10.769069,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Lindenstraße,31z,23684,Scharbeutz,Schleswig-Holstein,54.044914,10.671597,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Westenergie Metering GmbH,Lindenstraße,34z,23684,Scharbeutz,Schleswig-Holstein,54.045536,10.673567,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
E.ON Drive GmbH,Gustav-Friedrich-Meyer-Straße,1,23684,Pönitz,Schleswig-Holstein,54.04429,10.679338,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Gustav-Friedrich-Meyer-Straße 1,1,23684,Pönitz,Schleswig-Holstein,54.04432,10.679456,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Westenergie Metering GmbH,Seestraße,43z,23684,Scharbeutz,Schleswig-Holstein,54.027267,10.702633,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Eutin GmbH,Elisabethstraße,0,23701,Eutin,Schleswig-Holstein,54.135205,10.609328,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Comfort Charge,Am Mühlenberg,2,23701,Eutin,Schleswig-Holstein,54.13626,10.61152,200.0,Schnellladeeinrichtung,2,DC Kupplung Combo,200,DC Kupplung Combo,200.0,,,,
Stadtwerke Eutin GmbH,Holstenstraße,6,23701,Eutin,Schleswig-Holstein,54.142054,10.612433,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Holstenstraße,2,23701,Eutin,Schleswig-Holstein,54.142017,10.612487,150.0,Schnellladeeinrichtung,3,DC Kupplung Combo,50,DC Kupplung Combo,50.0,AC Steckdose Typ 2,22.0,,
Stadtwerke Eutin GmbH,Am Stadtgraben,6,23701,Eutin,Schleswig-Holstein,54.136649,10.614942,150.0,Schnellladeeinrichtung,3,DC Kupplung Combo,75,DC Kupplung Combo,75.0,AC Steckdose Typ 2,22.0,,
Stadtwerke Eutin GmbH,Berliner Platz,1,23701,Eutin,Schleswig-Holstein,54.133863,10.6153,150.0,Schnellladeeinrichtung,3,DC Kupplung Combo,50,DC Kupplung Combo,50.0,AC Steckdose Typ 2,22.0,,
Stadtwerke Eutin GmbH,Weidestraße,0,23701,Eutin,Schleswig-Holstein,54.130451,10.615896,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Segenhörn,1,23701,Eutin,Schleswig-Holstein,54.134944,10.616075,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,50,DC Kupplung Combo,50.0,,,,
Stadtwerke Eutin GmbH,Segenhörn,0,23701,Eutin,Schleswig-Holstein,54.134962,10.616084,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Kreis Ostholstein,Jungfernstieg,1,23701,Eutin,Schleswig-Holstein,54.13361,10.61928,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Jungfernstieg,3a,23701,Eutin,Schleswig-Holstein,54.134711,10.619403,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Lidl,Bürgermeister-Steenbock-Str.,22-24,23701,Eutin,Schleswig-Holstein,54.12897711,10.62196608,93.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",50,"AC Kupplung Typ 2, DC Kupplung Combo",50.0,"AC Kupplung Typ 2, DC CHAdeMO",44.0,,
Stadtwerke Eutin GmbH,Robert-Schade-Straße,21,23701,Eutin,Schleswig-Holstein,54.131865,10.625604,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Otto Cobobes GmbH,Lübecker Landstraße,32,23701,Eutin,Schleswig-Holstein,54.12666,10.62731,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
E.ON Drive GmbH,Süseler Moor,2,23701,Süsel,Schleswig-Holstein,54.075376,10.687607,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Süseler Moor,2,23701,Süsel,Schleswig-Holstein,54.075787,10.68777,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Pastor-Dr.-Fuchs-Weg,0,23701,Süsel,Schleswig-Holstein,54.077062,10.716282,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Gemeindeqwerke Malente AöR,Sebastian-Kneipp-Straße,0,23714,Malente,Schleswig-Holstein,54.171166,10.54932,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Gemeindeqwerke Malente AöR,Hindenburgallee,0,23714,Malente,Schleswig-Holstein,54.167134,10.55098,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Gemeindeqwerke Malente AöR,Neversfelder Straße,11,23714,Malente,Schleswig-Holstein,54.177696,10.555366,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Gemeindeqwerke Malente AöR,Bahnhofstraße,40,23714,Malente,Schleswig-Holstein,54.17204,10.55636,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Bahnhofstraße,0,23714,Malente,Schleswig-Holstein,54.172298,10.556858,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Gemeindeqwerke Malente AöR,Marktstraße,0,23714,Malente,Schleswig-Holstein,54.173778,10.55762,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Bischof-Vicelin-Damm,0,23715,Bosau/Hutzfeld,Schleswig-Holstein,54.105376,10.427903,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Eutin GmbH,Hauptstraße,2a,23715,Bosau/Hutzfeld,Schleswig-Holstein,54.090144,10.48643,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,Eutiner Straße,59,23730,Neustadt/Holstein,Schleswig-Holstein,53.50354836,8.474058509,100.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive Infrastructure,Neustädter Bucht Ost,0,23730,Neustadt in Holstein,Schleswig-Holstein,54.068004,10.756057,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive Infrastructure,Neustädter Bucht West,0,23730,Neustadt in Holstein,Schleswig-Holstein,54.07115,10.75624,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Stadtwerke Eutin GmbH,Am Fahrenkrog,0,23730,Sierksdorf,Schleswig-Holstein,54.071558,10.778642,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Eutiner Str.,73,23730,Neustadt,Schleswig-Holstein,54.098969,10.792578,50.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
E.ON Drive GmbH,Eutiner Straße,47,23730,Neustadt in Holstein,Schleswig-Holstein,54.102053,10.799498,75.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,22,DC Kupplung Combo,50.0,,,,
ancora Marina GmbH & Co. KG,An der Wiek,7-15,23730,Neustadt in Holstein,Schleswig-Holstein,54.09390451,10.79953909,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
ancora Marina GmbH & Co. KG,An der Wiek,7-15,23730,Neustadt in Holstein,Schleswig-Holstein,54.09390451,10.79953909,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Comfort Charge,Ziegeleiweg,40-44,23730,Neustadt,Schleswig-Holstein,54.09928,10.82748,150.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150,AC Kupplung Typ 2,22.0,,22.0,,
Ostsee-Campingplatz Kagelbusch L. Gosch GmbH & Co.KG,Kagelbusch,1,23730,Schashagen OT Bliesdorf,Schleswig-Holstein,54.1262555,10.9280692,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Doktor-Julius-Stinde-Straße,0,23738,Lensahn,Schleswig-Holstein,54.21384,10.88137,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Lübecker Straße,28,23738,Lensahn,Schleswig-Holstein,54.213946,10.881713,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Eutiner Str.,4a,23738,Lensahn,Schleswig-Holstein,54.220016,10.884069,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Eutiner Straße,2,23738,Lensahn,Schleswig-Holstein,54.22004,10.88417,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Buchladen Lensahn,Bäderstr.,8a,23738,Lensahn,Schleswig-Holstein,54.21972,10.88767,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Dieselstraße,4,23738,Lensahn,Schleswig-Holstein,54.218255,10.897136,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Dieselstraße,2,23738,Lensahn,Schleswig-Holstein,54.217937,10.897398,72.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,50,"DC Kupplung Combo, DC CHAdeMO",22.0,,,,
GP JOULE Connect GmbH,Cismarfelde,16,23743,Grömitz,Schleswig-Holstein,54.202575,10.965724,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Eutin GmbH,Eutiner Straße,0,23744,Schönwalde am Bungsberg,Schleswig-Holstein,54.187646,10.753807,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Am Obstgarten,10,23746,Kellenhusen,Schleswig-Holstein,54.190202,11.054999,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,Dannauer Bruch,1,23758,Oldenburg in Holstein,Schleswig-Holstein,54.296939,10.866525,130.0,Schnellladeeinrichtung,2,DC Kupplung Combo,130,DC Kupplung Combo,130.0,,,,
Heinrich Berg e.K.,Schuhstraße,0,23758,Oldenburg in Holstein,Schleswig-Holstein,54.287102,10.880287,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Oldenburg in Holstein GmbH,Kieler Chaussee,0,23758,Oldenburg in Holstein,Schleswig-Holstein,54.28709,10.88792,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Oldenburg in Holstein GmbH,Hopfenmarkt,0,23758,Oldenburg in Holstein,Schleswig-Holstein,54.2933,10.88792,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
famila,Am Voßberg,1,23758,Oldenburg,Schleswig-Holstein,54.292711,10.910778,75.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
GP JOULE Connect GmbH,Bankendorfer Weg,1,23758,Gremersdorf,Schleswig-Holstein,54.331975,10.933026,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,
GP JOULE Connect GmbH,Bankendorfer Weg,1,23758,Gremersdorf,Schleswig-Holstein,54.331975,10.933026,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,
Krausen GmbH & Co. KG,Flüggerteich,1,23769,Fehmarn,Schleswig-Holstein,54.45277,11.01216,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,23769,Fehmarn,Schleswig-Holstein,54.242699,11.102764,100.0,Schnellladeeinrichtung,2,DC Kupplung Combo,50,DC Kupplung Combo,50.0,,,,
Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,23769,Fehmarn,Schleswig-Holstein,54.242699,11.102764,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,23769,Fehmarn,Schleswig-Holstein,54.242699,11.102764,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Camping- und Ferienpark Wulfener Hals,Wulfener Hals Weg,100,23769,Fehmarn,Schleswig-Holstein,54.242699,11.102764,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
CLEVER A/S,Mummendorfer Weg,7,23769,Burg auf Fehmarn,Schleswig-Holstein,54.443061,11.178431,86.0,Schnellladeeinrichtung,3,AC Kupplung Typ 2,43,DC Kupplung Combo,50.0,DC CHAdeMO,50.0,,
HanseWerk Charging Station,Mühlenstraße,6,23769,Fehmarn,Schleswig-Holstein,54.438088,11.193375,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Bahnhofstraße,30,23769,Fehmarn,Schleswig-Holstein,54.440457,11.194118,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Mühlenstrasse,6,23769,Fehmarn,Schleswig-Holstein,54.44039,11.19432,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Bahnhofstraße,30,23769,Fehmarn,Schleswig-Holstein,54.44039,11.19432,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Osterstraße,39,23769,Fehmarn,Schleswig-Holstein,54.438159,11.199993,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Osterstraße,45 - 50,23769,Fehmarn,Schleswig-Holstein,54.43818,11.2,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Neuer Skandinavienkai,1,23769,Puttgarden,Schleswig-Holstein,54.503688,11.22529,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Heinrich Berg e.K.,Wendstraße,19,23774,Heiligenhafen,Schleswig-Holstein,54.371154,10.980757,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
HVB GmbH & Co. KG,Kapitän-Willi-Freter-Platz,0,23774,Heiligenhafen,Schleswig-Holstein,54.374465,10.981566,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,E47 1001,0,23774,Heiligenhafen,Schleswig-Holstein,54.36200899,10.98329294,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
EWE Go GmbH,E47 1001,0,23774,Heiligenhafen,Schleswig-Holstein,54.36200899,10.98329294,300.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Lidl,Sundweg,113,23774,Heiligenhafen,Schleswig-Holstein,54.36537,11.00788,50.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Kupplung Typ 2, DC CHAdeMO",50.0,"AC Kupplung Typ 2, DC Kupplung Combo",50.0,,
E.ON Drive GmbH,Industriestraße,1-3,23774,Heiligenhafen,Schleswig-Holstein,54.36501,11.00834,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Holiday Vital Resort,Strandstraße,32,23775,Großenbrode,Schleswig-Holstein,54.363027,11.085022,160.0,Schnellladeeinrichtung,3,DC Kupplung Combo,160,DC Kupplung Combo,160.0,AC Steckdose Typ 2,22.0,,
Holiday Vital Resort,Strandstraße,32,23775,Großenbrode,Schleswig-Holstein,54.362797,11.085154,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Großenbrode Tourismus Service und Grundstücks GmbH,Teichstr.,12,23775,Großenbrode,Schleswig-Holstein,54.372918,11.085465,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Großenbrode Tourismus Service und Grundstücks GmbH,Südstrand,0,23775,Großenbrode,Schleswig-Holstein,54.35794,11.086654,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Achter de Weiden,30,22869,Schenefeld,Schleswig-Holstein,53.606907,9.829793,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Heisterweg,4,22869,Schenefeld,Schleswig-Holstein,53.599907,9.835771,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Holstenplatz,3,22869,Schenefeld,Schleswig-Holstein,53.599936,9.835775,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Kiebitzweg,2,22869,Schenefeld,Schleswig-Holstein,53.602194,9.835992,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Industriestraße,2,22869,Schenefeld,Schleswig-Holstein,53.601444,9.838037,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Industriestraße,2,22869,Schenefeld,Schleswig-Holstein,53.60144,9.838044,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Werner Ahlfeld (GmbH & Co.) KG,Friedrich-Ebert-Allee,44899,22869,Schenefeld,Schleswig-Holstein,53.607837,9.841558,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Autohof Reimers GmbH,Altonaer Chaussee,49,22869,Schenefeld,Schleswig-Holstein,53.598551,9.847903,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Autohof Reimers GmbH,Altonaer Ch,49,22869,Schenefeld,Schleswig-Holstein,53.598564,9.847952,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Wedel GmbH,Am Freibad,2,22880,Wedel,Schleswig-Holstein,53.57866533,9.695767164,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Standbaddamm,0,22880,Wedel,Schleswig-Holstein,53.571806,9.696282,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Austraße,0,22880,Wedel,Schleswig-Holstein,53.583252,9.696806,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Gorch-Fock-Straße,0,22880,Wedel,Schleswig-Holstein,53.580419,9.702238,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Bei der Doppeleiche,0,22880,Wedel,Schleswig-Holstein,53.574465,9.706255,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Op´n Klint,15,22880,Wedel,Schleswig-Holstein,53.587682,9.70929,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Wedel GmbH,Rissener Straße,105,22880,Wedel,Schleswig-Holstein,53.58394444,9.724055556,94.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,44.0,,,,
Stadtwerke Elmshorn,Siethwender Chaussee,0,25335,Raa-Besenbek,Schleswig-Holstein,53.76638,9.62722,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Elmshorn,Wedenkamp,9,25335,Elmshorn,Schleswig-Holstein,53.75148,9.648477,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
