ID,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,ID
87,E.ON Drive GmbH,Blauort,11,bei Nr. 11,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.210577,8.921203,2020-02-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,87
88,E.ON Drive GmbH,Blauort,11,bei Nr. 11,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.210577,8.921203,2020-02-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,88
89,E.ON Drive GmbH,Blauort,11,bei Nr. 11,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.210577,8.921203,2020-02-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,89
90,E.ON Drive GmbH,Blauort,11,bei Nr. 11,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.210577,8.921203,2020-02-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,90
91,Stadtwerke Heide GmbH,Markt,5,,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.212048,8.922101,2020-01-13,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,91
92,Stadtwerke Heide GmbH,Dohrnstraße,1,,25764,Wesselburen,Schleswig-Holstein,Kreis Dithmarschen,54.21525,8.922632,2016-12-19,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,92
93,E.ON Drive GmbH,Dorfstraße,28,bei Nr. 28,25764,Wesselburener Deichhausen,Schleswig-Holstein,Kreis Dithmarschen,54.175073,8.936176,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,93
94,E.ON Drive GmbH,Dorfstraße,28,bei Nr. 28,25764,Wesselburener Deichhausen,Schleswig-Holstein,Kreis Dithmarschen,54.175073,8.936176,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,94
95,E.ON Drive GmbH,Dorfstraße,28,bei Nr. 28,25764,Wesselburener Deichhausen,Schleswig-Holstein,Kreis Dithmarschen,54.175073,8.936176,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,95
96,Stadtwerke Heide GmbH,Kapellenplatz,3,,25767,Albersdorf,Schleswig-Holstein,Kreis Dithmarschen,54.147639,9.28279,2017-12-14,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,96
97,Autohaus Albersdorf GmbH,Wulf-Isebrand-Straße,1a,An der Auffahrt zum Werkstattgelände des Volkswagen-Service-Partners.,25767,Albersdorf,Schleswig-Holstein,Kreis Dithmarschen,54.143662,9.286028,2022-07-11,39.65,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,DC Kupplung Combo,22,,,,,,,,97
98,Citywatt GmbH,Carl-Friedrich-Benz Straße,1,,25770,Hemmingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.1651601,9.08891201,2023-01-12,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AMIL 336J 2IMK KIQD OGJY ZQU6 7NA4 HORT XRIB XUNX,AC Steckdose Typ 2,22,AMKC EHZ6 HAUE 2JLU DR6Y LU7J 62SD YXC2 ZUDZ LW2U,,,,,,,98
99,Stadtwerke Heide GmbH,Dorfstraße,55,,25774,Hemme,Schleswig-Holstein,Kreis Dithmarschen,54.279943,9.011612,2023-03-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,99
100,Stadtwerke Heide GmbH,Friedrichstraße,56,,25774,Lunden,Schleswig-Holstein,Kreis Dithmarschen,54.33194752,9.02395009,2022-11-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,100
101,Stadtwerke Heide GmbH,Friedrichstraße,56,,25774,Lunden,Schleswig-Holstein,Kreis Dithmarschen,54.3319609,9.0240612,2022-11-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,101
102,Stadtwerke Heide GmbH,Friedrichstraße,56,,25774,Lunden,Schleswig-Holstein,Kreis Dithmarschen,54.3319894,9.024086,2022-11-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,102
103,Stadtwerke Heide GmbH,Nordbahnhofstraße,7,,25774,Lunden,Schleswig-Holstein,Kreis Dithmarschen,54.331918,9.025721,2018-09-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,103
104,Stadtwerke Heide GmbH,Tannenweg,2,A,25774,Krempel,Schleswig-Holstein,Kreis Dithmarschen,54.3221142,9.0278106,2021-11-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,104
105,Stadtwerke Heide GmbH,Dorfstraße,72,,25776,Sankt Annen,Schleswig-Holstein,Kreis Dithmarschen,54.352236,9.0749,2018-11-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,105
106,GP JOULE Connect GmbH,Hauptstrasse,20,,25779,Fedderingen,Schleswig-Holstein,Kreis Dithmarschen,54.283528,9.132361,2018-07-15,99,Schnellladeeinrichtung,2,AC Kupplung Typ 2,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,106
107,GP JOULE Connect GmbH,Hauptstrasse,20,,25779,Fedderingen,Schleswig-Holstein,Kreis Dithmarschen,54.283528,9.132528,2018-04-24,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,107
108,GP JOULE Connect GmbH,Hauptstrasse,20,,25779,Fedderingen,Schleswig-Holstein,Kreis Dithmarschen,54.2835,9.132639,2018-04-24,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,108
109,Eider-Treene-Sorge GmbH,Kirchenstr.,7,,25779,Hennstedt,Schleswig-Holstein,Kreis Dithmarschen,54.2836,9.16695,2016-07-06,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,109
110,GP JOULE Connect GmbH,Apeldör,2,,25779,Hennstedt,Schleswig-Holstein,Kreis Dithmarschen,54.27868,9.195554,2021-05-13,44,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC CEE 5 polig",11,APTMB75WZSIGWS5WWHA55NLWTEHCHXEM42LPLZDE,"AC Steckdose Typ 2, AC CEE 5 polig",11,AP6LJKEWNXQBI6JXUV3QN7BNLGQE7JY2NB6ZXQIG,"AC Steckdose Typ 2, AC CEE 5 polig",11,AKPBJQXJWX3P3ZPXESGVG25CV66KE5FZXDTQWQF7,"AC Steckdose Typ 2, AC CEE 5 polig",11,AIE4E53H65TN5C3DTB7HQBTYGYSROWNLVUSID56Z,110
111,GP JOULE Connect GmbH,Apeldör,2,,25779,Hennstedt,Schleswig-Holstein,Kreis Dithmarschen,54.27868,9.195554,2021-05-11,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC CEE 5 polig",11,AKU3IS3ZOFXDNNJ7CPCRB4R75FGUWFUXR3H5TFAE,"AC Steckdose Typ 2, AC CEE 5 polig",11,AOCFFZK4XL6YW7RVAAUIKJXXDKLA4SLWML625EDV,,,,,,,111
112,Stadtwerke Heide GmbH,Heider Str.,22,,25782,Tellingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.218614,9.274603,2020-01-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,112
113,E.ON Drive GmbH,Hauptstr.,0,Ecke Hamburger Str.,25782,Tellingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.22042,9.28215,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,113
114,E.ON Drive GmbH,Hauptstr.,0,Ecke Hamburger Str.,25782,Tellingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.22042,9.28215,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,114
115,E.ON Drive GmbH,Hauptstr.,0,Ecke Hamburger Str.,25782,Tellingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.22042,9.28215,2020-05-10,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,115
116,Laue Festgarderoben,Rendsburger Str.,51,,25782,Tellingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.219657,9.296646,2020-07-27,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,116
117,Abholstation Nordhastedt (Alpha Solar),Bürgermeister-Tiessen-Ring,28,,25785,Nordhastedt,Schleswig-Holstein,Kreis Dithmarschen,54.176,9.171,2022-09-30,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,117
118,E.ON Drive GmbH,Mühlenkamp,17,bei 17,25794,Pahlen,Schleswig-Holstein,Kreis Dithmarschen,54.263907,9.293793,2021-11-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,118
119,E.ON Drive GmbH,Fischerstraße,17,bei 17,25794,Pahlen,Schleswig-Holstein,Kreis Dithmarschen,54.26372,9.298858,2021-11-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,119
120,E.ON Drive GmbH,Mühlenberg,47,bei 47,25794,Pahlen,Schleswig-Holstein,Kreis Dithmarschen,54.26372,9.2988581,2021-11-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,120
121,E.ON Drive GmbH,Hauptstraße,8,,25794,Dörpling,Schleswig-Holstein,Kreis Dithmarschen,54.260656,9.303683,2021-11-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,121
122,Stadtwerke Heide GmbH,Bundesstr. 5 Nr.,11,,25795,Weddingstedt,Schleswig-Holstein,Kreis Dithmarschen,54.237167,9.085722,2021-03-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,122
123,Stadtwerke Heide GmbH,Materialienstraße,1,,25797,Wöhrden,Schleswig-Holstein,Kreis Dithmarschen,54.1647271,8.9952898,2022-11-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,123
124,Stadtwerke Heide GmbH,Schwarzer Weg,9,,25797,Wöhrden,Schleswig-Holstein,Kreis Dithmarschen,54.163768,8.997439,2017-03-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,124
125,Stadtwerke Heide GmbH,Chausseestraße,10,,25797,Wöhrden,Schleswig-Holstein,Kreis Dithmarschen,54.1660715,8.9986201,2022-08-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,125
126,WEMAG AG,Schlossstraße,15,,19089,Basthorst,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.636921,11.625096,2021-04-19,30,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,126
127,EWE Go GmbH,Immenberg,2,,21465,Wentorf bei Hamburg,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.48896182,10.27129841,2022-09-29,150,Schnellladeeinrichtung,2,DC Kupplung Combo,75,,DC Kupplung Combo,75,,,,,,,,127
128,Lidl,Hamburgerstraße,47,,21481,Lauenburg,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.3739462,10.5480332,2018-11-27,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,128
129,VersorgungsBetriebe Elbe GmbH,Am Schüsselteich,0,Parkplatz,21481,Lauenburg / Elbe,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.374449,10.550757,2021-02-10,150,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",125,,DC Kupplung Combo,125,,AC Steckdose Typ 2,22,,,,,129
130,VersorgungsBetriebe Elbe GmbH,Hamburger Straße,9-11,,21481,Lauenburg / Elbe,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.373785,10.552642,2017-03-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,130
131,VersorgungsBetriebe Elbe GmbH,Weingarten,0,Parkplatz,21481,Lauenburg / Elbe,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.374056,10.554083,2022-06-30,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,131
132,VersorgungsBetriebe Elbe GmbH,Alter Bahnhof,1,,21481,Lauenburg / Elbe,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.370041,10.566966,2017-08-03,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,132
133,VersorgungsBetriebe Elbe GmbH,Bei der Palmschleuse,0,,21481,Lauenburg/Elbe,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.375014,10.585823,2021-10-28,150,Schnellladeeinrichtung,1,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,,133
134,E.ON Drive GmbH,Ritter-Wulf-Platz,1,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.502922,10.478678,2021-12-22,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,134
135,E.ON Drive GmbH,Compestraße bei,10,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.504079,10.478891,2018-03-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,135
136,E.ON Drive GmbH,Hans-Koch Ring,8,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.512544,10.478891,2018-09-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,136
137,E.ON Drive GmbH,Müllerweg,2,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.509842,10.4827,2018-11-27,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,137
138,Vereinigte Stadtwerke GmbH,Lauenburger Straße,21,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.501704,10.482877,2019-11-08,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,138
139,E.ON Drive GmbH,Möllner Straße,42,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.510095,10.487616,2018-03-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,139
140,HanseWerk Charging Station,Möllner Straße,42,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.510262,10.487847,2022-03-16,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,140
141,Lidl,Kerntangente,2,,21493,Schwarzenbek,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.5044295,10.4879727,2019-09-04,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,F30D824CA6587E0A07AB33CB30E4CE08D8A3AF768286293951ED66D8C81EDBE8D3820891A75AB7A58D714BAAFB4F46AB,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,15836586B87C3F1591BEAC99A876792192AA11604DFFA6934FCEDF106129B75990B38D64D78E6D25597FD54297095E96,,,,,,,141
142,E.ON Drive GmbH,Hans-Koch-Ring,8,,21493,Schwarzbeck,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.51255,10.497984,2017-10-05,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,142
143,"Kreis Herzogtum Lauenburg, Gebietskörperschaft",Kesselflickerstraße,2,,21493,Elmenhorst,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.531512,10.514628,2016-07-19,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,143
144,famila,Spandauer Straße,31,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.432495,10.34185,2021-01-14,100,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,144
145,Autohaus Siemers GmbH & Co.KG,Geesthachter Straße,72-74,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.443408,10.361984,2021-03-04,13.2,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,145
146,Autohaus Siemers GmbH & Co.KG,Geesthachter Str.,72-74,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.44359,10.362934,2021-01-19,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,146
147,Aral Pulse,Geesthachter Str.,24-28,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.43996,10.36578,2021-12-10,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,,147
148,Aral Pulse,Geesthachter Str.,24-28,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.43988,10.36584,2021-12-10,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,,DC Kupplung Combo,300,,,,,,,,148
149,Stadtwerke Geesthacht GmbH,Querstr.,0,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.437803,10.366397,2017-12-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,149
150,Stadtwerke Geesthacht GmbH,Norderstr.,0,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.434083,10.372365,2016-11-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,150
151,Stadtwerke Geesthacht GmbH,Berliner Str.,0,Berliner Str. / Norderstr.,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.436204,10.374024,2016-11-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,151
152,Stadtwerke Geesthacht GmbH,Brandrieter Weg,0,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.430364,10.376584,2016-12-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,152
153,"Kreis Herzogtum Lauenburg, Gebietskörperschaft",Otto-Brügmann-Str.,8,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.431702,10.378398,2017-02-02,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,153
154,Stadtwerke Geesthacht GmbH,Elbuferstr.,0,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.402268,10.426554,2016-12-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,154
155,Herbert Wulf GmbH & Co. KG,Bundesstraße,71,Die Ladesäule befindet sich direkt neben der Tankstelle.,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.408177,10.446319,2022-12-23,39.65,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,DC Kupplung Combo,22,,,,,,,,155
156,Herbert Wulf GmbH & Co. KG,Bundesstraße,71,,21502,Geesthacht,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.408193,10.446322,2022-12-23,22,Normalladeeinrichtung,2,DC Kupplung Combo,1,,AC Steckdose Typ 2,11,,,,,,,,156
157,Comfort Charge,Lindenweg,2a,,21514,Büchen,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.47521,10.62007,2020-02-03,100,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",100,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,,,,157
158,E.ON Drive GmbH,Lauenburger Strasse,33,,21514,Büchen,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.47449,10.62269,2017-12-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,158
159,E.ON Drive GmbH,Lauenburger Strasse,33,,21514,Büchen,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.47449,10.62269,2017-12-11,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,159
160,ewerk Sachsenwald GmbH,Kastanienallee,15,,21521,Wohltorf,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.52122,10.27758,2019-05-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,160
161,ewerk Sachsenwald GmbH,An der Bille,9,,21521,Aumühle,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.526496,10.304689,2017-07-31,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,161
162,Vereinigte Stadtwerke GmbH,Lübecker Straße,6c,,23628,Krummesse,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.781707,10.642045,2019-11-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,162
163,Privatperson,Hainbuchenring,12,,23628,Klempau,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.7643517,10.6498981,2018-03-28,22,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,,,,,,163
164,Vereinigte Stadtwerke GmbH,An der Bäk,0,,23847,Kastorf,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.748511,10.565309,2021-09-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,164
165,Vereinigte Stadtwerke GmbH,Grambeker Weg,147,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.609174,10.676234,2023-01-18,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,165
166,EDEKA Süllau,Grambeker Weg,45,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.613174,10.678305,2018-09-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,166
167,Ing.W. Riemer GmbH & CO KG,Alt-Möllner-Str.,14-18,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.6241,10.679586,2015-07-24,50,Schnellladeeinrichtung,1,"AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO, AC CEE 5 polig",50,,,,,,,,,,,167
168,EnBW mobility+ AG und Co.KG,Grambeker Weg,11,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.622641,10.682439,2019-12-03,98,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,168
169,Vereinigte Stadtwerke GmbH,Brauerstraße,8,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.623657,10.684742,2020-09-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,169
170,Vereinigte Stadtwerke GmbH,Gudower Weg,9,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.624957,10.688735,2022-06-20,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,170
171,Vereinigte Stadtwerke GmbH,Bergstraße,12,,23879,Möllb,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.627303,10.689797,2016-03-01,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,171
172,Vereinigte Stadtwerke GmbH,Hauptstraße,150,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.630526,10.693503,2021-04-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,172
173,Vereinigte Stadtwerke GmbH,Sitzkrüger Moor,2a,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.64054,10.695074,2020-10-23,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,,,,173
174,Vereinigte Stadtwerke GmbH,Hindenburgstraße,13-15,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.623572,10.695421,2020-12-17,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,174
175,Vereinigte Stadtwerke GmbH,Waldhallenweg,11,,23879,Mölln,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.621997,10.705946,2017-12-11,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,AC Steckdose Typ 2,22,,,,,,,,175
176,Vereinigte Stadtwerke GmbH,Kurzenlandskoppel,4,,23896,Nusse,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.654247,10.577401,2021-06-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,176
177,Vereinigte Stadtwerke GmbH,Dörpstrat,18A,,23898,Wentorf a.S.,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.67671,10.474463,2021-06-24,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,177
178,Vereinigte Stadtwerke GmbH,Hauptstraße,75a,,23898,Sandesneben,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.688562,10.487265,2017-03-31,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,178
179,Vereinigte Stadtwerke GmbH,Schulweg,4,,23898,Labenz,Schleswig-Holstein,Kreis Herzogtum Lauenburg,53.711303,10.525257,2019-06-14,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,179
